verb_fr	verb_de	noun_fr	noun_de
occuper	besetzen	le poste	der Posten
occuper	besetzen	temps	die Zeit
ocrer	mit Ocker färben	la peinture	die Malerei
ocrer	mit Ocker färben	la toile	die Leinwand
ocrer	mit Ocker färben	le mur	die Wand
octroyer	gewähren	la permission	die Erlaubnis
octroyer	gewähren	la subvention	die Subvention
octroyer	gewähren	le droit	das Recht
oeuvrer	arbeiten	la cause	die Ursache
oeuvrer	arbeiten	la communauté	die Gemeinschaft
oeuvrer	arbeiten	le projet	das Projekt
offenser	beleidigen	l'acte	der Akt
offenser	beleidigen	la personne	die Person
offenser	beleidigen	le commentaire	der Kommentar
officialiser	offiziell machen	l'acte	der Akt
officialiser	offiziell machen	la décision	die Entscheidung
officialiser	offiziell machen	le document	das Dokument
offrir	anbieten	l'aide	die Hilfe
offrir	anbieten	le cadeau	das Geschenk
offrir	anbieten	le service	der Dienst
oliver	oliven	l'arbre	der Baum
oliver	oliven	l'huile	das Öl
ombrager	beschatten	l'arbre	der Baum
ombrager	beschatten	le parasol	der Sonnenschirm
ombrager	beschatten	le toit	das Dach
omettre	auslassen	l'information	die Information
omettre	auslassen	l'élément	das Element
omettre	auslassen	le détail	das Detail
opposer	entgegensetzen	l'argument	das Argument
opposer	entgegensetzen	l'idée	die Idee
opposer	entgegensetzen	la résistance	der Widerstand
opter	wählen	l'option	die Option
opter	wählen	la solution	die Lösung
opter	wählen	le choix	die Wahl
opérer	operieren	l'action	die Handlung
opérer	operieren	la chirurgie	die Chirurgie
opérer	operieren	un changement	die Veränderung
oranger	orange färben	la peinture	die Malerei
oranger	orange färben	le papier	das Papier
oranger	orange färben	le tissu	der Stoff
orchestrer	orchestrieren	l'événement	das Ereignis
orchestrer	orchestrieren	le concert	das Konzert
orchestrer	orchestrieren	le projet	das Projekt
ordonner	anordnen	l'élément	das Element
ordonner	anordnen	la commande	die Bestellung
ordonner	anordnen	la tâche	die Aufgabe
organiser	organisieren	l'événement	das Ereignis
organiser	organisieren	la fête	das Fest
organiser	organisieren	la réunion	das Treffen
orienter	orientieren	la discussion	die Diskussion
orienter	orientieren	la décision	die Entscheidung
orienter	orientieren	le choix	die Wahl
orner	schmücken	l'arbre	der Baum
orner	schmücken	la maison	das Haus
orner	schmücken	la table	der Tisch
osciller	schwingen	la balance	die Waage
osciller	schwingen	la flamme	die Flamme
osciller	schwingen	le mouvement	die Bewegung
oser	wagen	l'action	die Handlung
oser	wagen	l'idée	die Idee
oser	wagen	le défi	die Herausforderung
oublier	vergessen	la chose	die Sache
oublier	vergessen	le nom	der Name
oublier	vergessen	le rendez-vous	der Termin
outrager	beleidigen	la personne	die Person
outrager	beleidigen	la situation	die Situation
outrager	beleidigen	le groupe	der Gruppe
outrepasser	überschreiten	la limite	die Grenze
outrepasser	überschreiten	la règle	die Regel
outrepasser	überschreiten	le droit	das Recht
outrer	übertreiben	l'histoire	die Geschichte
outrer	übertreiben	la réaction	die Reaktion
outrer	übertreiben	la situation	die Situation
ouvrir	öffnen	la fenêtre	das Fenster
ouvrir	öffnen	la porte	die Tür
ouvrir	öffnen	le cadeau	das Geschenk
oxygéner	sauerstoffanreichern	l'air	die Luft
oxygéner	sauerstoffanreichern	l'eau	das Wasser
oxygéner	sauerstoffanreichern	le sol	der Boden
pallier	abmildern	l'effet	der Effekt
pallier	abmildern	la situation	die Situation
pallier	abmildern	le problème	das Problem
palpiter	pochen	l'émotion	die Emotion
palpiter	pochen	la musique	die Musik
panique	panikieren	l'environnement	die Umwelt
panique	panikieren	la situation	die Situation
panique	panikieren	le groupe	der Gruppe
papoter	plaudern	la conversation	das Gespräch
papoter	plaudern	la personne	die Person
papoter	plaudern	le sujet	das Thema
parachuter	abspringen	l'équipement	die Ausrüstung
parachuter	abspringen	la personne	die Person
parader	paradieren	l'uniforme	die Uniform
parader	paradieren	le défilé	die Parade
paralyser	lähmen	l'activité	die Aktivität
paralyser	lähmen	le membre	das Mitglied
paralyser	lähmen	le système	das System
paraître	erscheinen	l'article	der Artikel
paraître	erscheinen	le film	der Film
paraître	erscheinen	le livre	das Buch
parcourir	durchqueren	la forêt	der Wald
parcourir	durchqueren	la route	die Straße
parcourir	durchqueren	la ville	die Stadt
pardonner	verzeihen	l'erreur	der Fehler
pardonner	verzeihen	l'offense	die Beleidigung
pardonner	verzeihen	le tort	das Unrecht
parer	abdecken	l'objet	der Gegenstand
parer	abdecken	la blessure	die Verletzung
parer	abdecken	la table	der Tisch
parfaire	vollenden	la compétence	die Kompetenz
parfaire	vollenden	le projet	das Projekt
parfaire	vollenden	le travail	die Arbeit
parfumer	parfümieren	la fleur	die Blume
parfumer	parfümieren	la maison	das Haus
parfumer	parfümieren	la peau	die Haut
parier	wetten	l'argent	das Geld
parier	wetten	l'événement	das Ereignis
parier	wetten	le jeu	das Spiel
parler	sprechen	la langue	die Sprache
parler	sprechen	à la personne	die Person
parler	sprechen	du sujet	das Thema
parrainer	patronieren	l'association	die Vereinigung
parrainer	patronieren	l'enfant	das Kind
parrainer	patronieren	le projet	das Projekt
partager	teilen	l'expérience	die Erfahrung
partager	teilen	l'idée	die Idee
partager	teilen	la nourriture	die Nahrung
participer	teilnehmen	à l'événement	das Ereignis
participer	teilnehmen	à la réunion	das Treffen
participer	teilnehmen	au concours	der Wettbewerb
partir	gehen	l'endroit	der Ort
partir	gehen	la maison	das Haus
partir	gehen	le voyage	die Reise
parvenir	erreichen	à l'objectif	das Ziel
parvenir	erreichen	à la destination	das Ziel
parvenir	erreichen	au niveau	das Niveau
passer	verbringen	jour	der Tag
passer	verbringen	temps	die Zeit
passionner	begeistern	l'activité	die Aktivität
passionner	begeistern	la personne	die Person
passionner	begeistern	le sujet	das Thema
patienter	warten	la situation	die Situation
patienter	warten	le moment	der Moment
patienter	warten	temps	die Zeit
patrouiller	patrouillieren	la rue	die Straße
patrouiller	patrouillieren	la zone	die Zone
patrouiller	patrouillieren	le quartier	das Viertel
pauperiser	verarmen	l'individu	das Individuum
pauperiser	verarmen	la population	die Bevölkerung
pauperiser	verarmen	la société	die Gesellschaft
pavaner	prahlen	la richesse	der Reichtum
pavaner	prahlen	le succès	der Erfolg
pavaner	prahlen	le talent	das Talent
paver	pflastern	la place	der Platz
paver	pflastern	la route	die Straße
paver	pflastern	le chemin	der Weg
payer	bezahlen	l'achat	der Kauf
payer	bezahlen	la facture	die Rechnung
payer	bezahlen	le compte	das Konto
peaufiner	verfeinern	le détail	das Detail
peaufiner	verfeinern	le projet	das Projekt
peindre	malen	le dessin	die Zeichnung
peindre	malen	le mur	die Wand
peindre	malen	le tableau	die Tafel
peiner	mühen	l'effort	der Aufwand
peiner	mühen	la tâche	die Aufgabe
peiner	mühen	le travail	die Arbeit
pelleter	schaufeln	la neige	der Schnee
pelleter	schaufeln	la terre	die Erde
pelleter	schaufeln	le sable	der Sand
pencher	neigen	l'arbre	der Baum
pencher	neigen	la tête	der Kopf
pencher	neigen	le corps	der Körper
pendre	hängen	le rideau	der Vorhang
pendre	hängen	le tableau	die Tafel
pendre	hängen	le vêtement	das Kleidungsstück
penser	denken	à l'idée	die Idee
penser	denken	au problème	das Problem
penser	denken	au sujet	das Thema
percer	durchdringen	le mur	die Wand
percer	durchdringen	le mystère	das Geheimnis
percer	durchdringen	le secret	das Geheimnis
percevoir	wahrnehmen	l'image	das Bild
percevoir	wahrnehmen	une odeur	der Geruch
percher	sitzen	l'arbre	der Baum
percher	sitzen	l'étagère	das Regal
percher	sitzen	la barre	die Stange
perdre	verlieren	la clé	der Schlüssel
perdre	verlieren	le match	das Spiel
perdre	verlieren	temps	die Zeit
perdurer	fortdauern	l'époque	die Epoche
perdurer	fortdauern	la tradition	die Tradition
perfectionner	verbessern	la compétence	die Kompetenz
perfectionner	verbessern	le produit	das Produkt
perforer	durchbohren	l'objet	der Gegenstand
perforer	durchbohren	le mur	die Wand
perforer	durchbohren	le papier	das Papier
perler	perlen	l'eau	das Wasser
perler	perlen	la goutte	der Tropfen
perler	perlen	la sueur	der Schweiß
permettre	erlauben	l'accès	der Zugang
permettre	erlauben	l'utilisation	die Nutzung
permettre	erlauben	un changement	die Veränderung
perpétrer	verüben	l'acte	der Akt
perpétrer	verüben	la fraude	der Betrug
perpétrer	verüben	le crime	das Verbrechen
perpétuer	bewahren	l'histoire	die Geschichte
perpétuer	bewahren	la mémoire	das Gedächtnis
perpétuer	bewahren	la tradition	die Tradition
persister	bestehen	l'idée	die Idee
persister	bestehen	l'opinion	die Meinung
persister	bestehen	le comportement	das Verhalten
personnaliser	personalizieren	l'expérience	die Erfahrung
personnaliser	personalizieren	le produit	das Produkt
personnaliser	personalizieren	le service	der Dienst
persuader	überzeugen	l'auditoire	das Publikum
persuader	überzeugen	la personne	die Person
persuader	überzeugen	le client	der Kunde
persévérer	beharren	l'effort	der Aufwand
persévérer	beharren	l'objectif	das Ziel
persévérer	beharren	le travail	die Arbeit
perturber	stören	la réunion	das Treffen
perturber	stören	la situation	die Situation
perturber	stören	le travail	die Arbeit
pervertir	verderben	l'esprit	der Geist
pervertir	verderben	la nature	die Natur
pervertir	verderben	la valeur	der Wert
peser	wiegen	l'objet	der Gegenstand
peser	wiegen	la charge	die Last
peser	wiegen	la valeur	der Wert
peupler	bevölkern	la région	die Region
peupler	bevölkern	le pays	das Land
peupler	bevölkern	le village	das Dorf
photographier	fotografieren	l'événement	das Ereignis
photographier	fotografieren	la personne	die Person
photographier	fotografieren	le paysage	die Landschaft
piaffer	traben	la course	das Rennen
piaffer	traben	le cheval	das Pferd
piaffer	traben	le pied	der Fuß
pianoter	klimpern	la tablette	das Tablet
pianoter	klimpern	le clavier	die Tastatur
pianoter	klimpern	le piano	das Klavier
piller	plündern	le magasin	der Laden
piller	plündern	le trésor	der Schatz
piller	plündern	le village	das Dorf
piloter	steuern	l'avion	das Flugzeug
piloter	steuern	le bateau	das Boot
piloter	steuern	le véhicule	das Fahrzeug
pimenter	würzen	la recette	das Rezept
pimenter	würzen	la sauce	die Soße
pimenter	würzen	le plat	das Gericht
pincer	zupfen	la peau	die Haut
pincer	zupfen	le fil	der Faden
pincer	zupfen	le tissu	der Stoff
piocher	graben	la roche	der Felsen
piocher	graben	la terre	die Erde
piocher	graben	le sable	der Sand
pique-niquer	picknicken	la couverture	die Decke
pique-niquer	picknicken	la nourriture	die Nahrung
pique-niquer	picknicken	le parc	der Park
piquer	stechen	l'aiguille	die Nadel
piquer	stechen	l'insecte	das Insekt
pivoter	drehen	l'axe	die Achse
pivoter	drehen	l'objet	der Gegenstand
pivoter	drehen	le mouvement	die Bewegung
piéger	fangen	l'animal	das Tier
piéger	fangen	l'objet	der Gegenstand
piéger	fangen	la personne	die Person
piétiner	stampfen	l'herbe	das Gras
piétiner	stampfen	la terre	die Erde
placer	platzieren	l'objet	der Gegenstand
placer	platzieren	l'équipement	die Ausrüstung
placer	platzieren	le meuble	das Möbel
plafonner	deckeln	le budget	das Budget
plafonner	deckeln	le prix	der Preis
plafonner	deckeln	un salaire	das Gehalt
plaider	plädieren	la cause	die Ursache
plaider	plädieren	le cas	der Fall
plaider	plädieren	le droit	das Recht
plaindre	beklagen	la personne	die Person
plaindre	beklagen	la situation	die Situation
plaindre	beklagen	le problème	das Problem
plaisanter	spaßen	la blague	der Witz
plaisanter	spaßen	la conversation	das Gespräch
plaisanter	spaßen	la situation	die Situation
planer	gleiten	l'avion	das Flugzeug
planer	gleiten	la voiture	das Auto
planifier	planen	la réunion	das Treffen
planifier	planen	le projet	das Projekt
planifier	planen	le voyage	die Reise
planquer	verstecken	l'argent	das Geld
planquer	verstecken	l'objet	der Gegenstand
planquer	verstecken	le document	das Dokument
planter	pflanzen	l'arbre	der Baum
planter	pflanzen	la fleur	die Blume
planter	pflanzen	le légume	das Gemüse
plaquer	kleben	l'affiche	das Plakat
plaquer	kleben	la photo	das Foto
plaquer	kleben	le papier	das Papier
pleurer	weinen	femme	die Frau
pleurer	weinen	homme	der Mann
pleurer	weinen	l'enfant	das Kind
pleurnicher	weinen	l'enfant	das Kind
pleurnicher	weinen	la situation	die Situation
pleurnicher	weinen	le problème	das Problem
pleuvoir	regnen	la pluie	der Regen
pleuvoir	regnen	le ciel	der Himmel
pleuvoir	regnen	temps	die Zeit
plier	falten	la serviette	das Handtuch
plier	falten	le papier	das Papier
plomber	verstopfen	l'évier	das Spülbecken
plomber	verstopfen	le canal	der Kanal
plomber	verstopfen	le tuyau	das Rohr
plonger	tauchen	l'objet	der Gegenstand
plonger	tauchen	la main	die Hand
plonger	tauchen	la tête	der Kopf
plumer	rupfen	l'animal	das Tier
plumer	rupfen	la plume	die Feder
plumer	rupfen	la volaille	das Geflügel
plébisciter	abstimmen	l'idée	die Idee
plébisciter	abstimmen	la candidature	die Bewerbung
plébisciter	abstimmen	le projet	das Projekt
pocher	pochieren	l'œuf	das Ei
pocher	pochieren	la viande	das Fleisch
pocher	pochieren	le légume	das Gemüse
poignarder	erstechen	la blessure	die Verletzung
poignarder	erstechen	la victime	das Opfer
poignarder	erstechen	le couteau	das Messer
poindre	aufkommen	jour	der Tag
poindre	aufkommen	l'étoile	der Stern
poindre	aufkommen	le sentiment	das Gefühl
pointer	zeigen	l'objet	der Gegenstand
pointer	zeigen	la direction	die Richtung
pointer	zeigen	le doigt	der Finger
polir	polieren	l'objet	der Gegenstand
polir	polieren	la surface	die Oberfläche
polir	polieren	le meuble	das Möbel
polluer	verschmutzen	l'air	die Luft
polluer	verschmutzen	l'eau	das Wasser
polluer	verschmutzen	la terre	die Erde
polymériser	polymerisieren	la matière	das Material
polymériser	polymerisieren	la résine	die Harz
polymériser	polymerisieren	le plastique	der Kunststoff
pomper	pumpen	l'air	die Luft
pomper	pumpen	l'eau	das Wasser
pomper	pumpen	le carburant	der Kraftstoff
pomponner	aufpeppen	l'événement	das Ereignis
pomponner	aufpeppen	la maison	das Haus
pomponner	aufpeppen	le look	der Look
ponctuer	punktuieren	la phrase	der Satz
ponctuer	punktuieren	le discours	die Rede
ponctuer	punktuieren	le texte	der Text
pondérer	abwägen	la décision	die Entscheidung
populariser	popularisieren	l'idée	die Idee
populariser	popularisieren	le mouvement	die Bewegung
populariser	popularisieren	le produit	das Produkt
porter	tragen	le sac	die Tasche
portraire	tragen	le sac	die Tasche
poser	legen	l'objet	der Gegenstand
poser	legen	la question	die Frage
poser	legen	le sac	die Tasche
positionner	positionieren	l'entreprise	die Firma
positionner	positionieren	la marque	die Marke
positionner	positionieren	le produit	das Produkt
posséder	besitzen	la maison	das Haus
posséder	besitzen	la voiture	das Auto
posséder	besitzen	le chien	der Hund
poster	posten	la photo	das Foto
poster	posten	la vidéo	das Video
poster	posten	le message	die Nachricht
postuler	bewerben	l'emploi	die Anstellung
postuler	bewerben	le poste	der Posten
postuler	bewerben	le stage	das Praktikum
poudrer	pudern	l'épice	das Gewürz
poudrer	pudern	la farine	das Mehl
poudrer	pudern	le sucre	der Zucker
pouponner	sich um ein Baby kümmern	l'enfant	das Kind
pouponner	sich um ein Baby kümmern	le bébé	das Baby
pourfendre	zerschlagen	l'ennemi	der Feind
pourfendre	zerschlagen	l'obstacle	das Hindernis
pourfendre	zerschlagen	la barrière	die Barriere
poursuivre	verfolgen	l'objectif	das Ziel
poursuivre	verfolgen	l'étude	das Studium
poursuivre	verfolgen	le rêve	der Traum
pousser	drücken	l'enfant	das Kind
pousser	drücken	l'objet	der Gegenstand
pousser	drücken	la porte	die Tür
pouvoir	können	l'aide	die Hilfe
pouvoir	können	le choix	die Wahl
