source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
l' ignorance	Ignoranz	words	B2	noun	feminine	ignorance	2.26
la trahison	Verrat	words	B2	noun	feminine	trahison	2.25
confesser	beichten	words	B2	verb		confesser	2.24
l' arrogance	Arroganz	words	B2	noun	feminine	arrogance	2.24
honorer	ehren	words	B2	verb		honorer	2.23
la perception	Finanzamt	words	B2	noun	feminine	perception	2.23
passager	vorübergehend	words	B2	adjective		passager	2.23
le muscle	Muskel	words	B2	noun	masculine	muscle	2.23
plastique	bildsam	words	B2	adjective		plastique	2.22
souiller	verunreinigen	words	B2	verb		souiller	2.22
le formidable	Maß	words	B2	noun	masculine	formidable	2.22
matrimonial	ehelich	words	B2	adjective		matrimonial	2.22
congeler	einfrieren	words	B2	verb		congeler	2.22
scander	skandieren	words	B2	verb		scander	2.21
mannequin	Model	words	B2	noun		mannequin	2.21
l' odorat	Geruch	words	B2	noun	masculine	odorat	2.21
miser	tippen	words	B2	verb		miser	2.21
potentiel	potentiell	words	B2	noun		potentiel	2.21
vertical	aufrecht	words	B2	adjective		vertical	2.21
expulser	ausstoßen	words	B2	verb		expulser	2.21
l' embryon	Keim	words	B2	noun	masculine	embryon	2.21
baroque	Barock	words	B2	adjective	masculine	baroque	2.20
le saint	Heilige	words	B2	noun	masculine	saint	2.20
la procession	Prozession	words	B2	noun	feminine	procession	2.19
l' entrepreneur	Unternehmer	words	B2	noun	masculine	entrepreneur	2.19
combustible	Brennstoff	words	B2	noun		combustible	2.19
la contamination	Ansteckung	words	B2	noun	feminine	contamination	2.19
le clin	Beplankung	words	B2	noun	masculine	clin	2.19
germanique	germanisch	words	B2	adjective		germanique	2.19
le textile	Gewebe	words	B2	noun	masculine	textile	2.18
chevaucher	reiten	words	B2	verb		chevaucher	2.18
le sorcier	Zauberer	words	B2	noun	masculine	sorcier	2.17
intimider	bedrohen	words	B2	verb		intimider	2.17
la fragrance	Wohlgeruch	words	B2	noun	feminine	fragrance	2.17
le potager	Gemüsegarten	words	B2	noun	masculine	potager	2.16
la vaccination	Impfung	words	B2	noun	feminine	vaccination	2.15
proprement	zurecht	words	B2	adverb		proprement	2.15
la fissure	Riss	words	B2	noun	feminine	fissure	2.15
statistique	Statistik	words	B2	adjective	feminine	statistique	2.14
la graisse	Fett	words	B2	noun	feminine	graisse	2.13
harmonieux	harmonisch	words	B2	adjective		harmonieux	2.13
forger	prägen	words	B2	verb		forger	2.13
tabou	Tabu	words	B2	noun		tabou	2.12
actionnaire	Aktionär	words	B2	noun		actionnaire	2.12
indirect	indirekt	words	B2	adjective	masculine	indirect	2.12
l' affection	Zuneigung	words	B2	noun	feminine	affection	2.12
subsister	verbleiben	words	B2	verb		subsister	2.11
instant	Augenblick	words	B2	adjective	masculine	instant	2.11
l' azote	Nitrogen	words	B2	noun	masculine	azote	2.11
industrialiser	industrialisieren	words	B2	verb		industrialiser	2.10
le rasoir	Ziege	words	B2	noun	masculine	rasoir	2.10
affectueux	ergeben	words	B2	adjective		affectueux	2.09
la cocarde	Kokarde	words	B2	noun	feminine	cocarde	2.09
prohiber	verbieten	words	B2	verb		prohiber	2.08
la retenue	Nachsitzen	words	B2	noun	feminine	retenue	2.08
le moule	Form	words	B2	noun	masculine	moule	2.08
thermique	thermisch	words	B2	adjective		thermique	2.07
soucieux	besorgt	words	B2	adjective		soucieux	2.07
rocheux	steinig	words	B2	adjective		rocheux	2.07
partiellement	teilweise	words	B2	adverb		partiellement	2.06
la charrette	Fuder	words	B2	noun	feminine	charrette	2.05
le chamois	Gämse	words	B2	noun	masculine	chamois	2.05
externe	extern	words	B2	adjective		externe	2.05
inacceptable	unannehmbar	words	B2	adjective		inacceptable	2.05
repentir	Reue	words	B2	verb	masculine	repentir	2.05
l' assistance	Beistand	words	B2	noun	feminine	assistance	2.04
la noblesse	Adel	words	B2	noun	feminine	noblesse	2.04
l' extrait	Auszug	words	B2	noun	masculine	extrait	2.04
superflu	überflüssig	words	B2	adjective	masculine	superflu	2.04
l' assemblage	Fügen	words	B2	noun	masculine	assemblage	2.04
le bandeau	Band	words	B2	noun	masculine	bandeau	2.04
l' engrais	Mist	words	B2	noun	masculine	engrais	2.03
pieux	fromm	words	B2	adjective		pieux	2.02
la casquette	Mütze	words	B2	noun	feminine	casquette	2.02
l' idole	Idol	words	B2	noun	feminine	idole	2.02
le parvis	Paradies	words	B2	noun	masculine	parvis	2.02
sommer	summieren	words	B2	verb		sommer	2.01
le toast	Toast	words	B2	noun	masculine	toast	2.01
l' aviation	Luftfahrt	words	B2	noun	feminine	aviation	2.01
irriter	reizen	words	B2	verb		irriter	2.01
l' Autel	Altar	words	B2	noun	masculine	autel	2.00
le colis	Kollo	words	B2	noun	masculine	colis	2.00
la cigale	Zikade	words	B2	noun	feminine	cigale	2.00
l' isolement	Abstand	words	B2	noun	masculine	isolement	2.00
l' atome	Atom	words	B2	noun	masculine	atome	2.00
la mousse	Moos	words	B2	noun	feminine	mousse	2.00
le creux	Grube	words	B2	noun	masculine	creux	1.99
l' impuissance	Impotenz	words	B2	noun	feminine	impuissance	1.99
le bourreau	Henker	words	B2	noun	masculine	bourreau	1.99
le fuseau	Knöppel	words	B2	noun	masculine	fuseau	1.99
le barrage	Damm	words	B2	noun	masculine	barrage	1.98
incliner	neigen	words	B2	verb		incliner	1.98
rigolo	witzig	words	B2	adjective	masculine	rigolo	1.98
l' abondance	Fülle	words	B2	noun	feminine	abondance	1.98
rouge	Rot	words	B2	noun		rouge	1.98
la cerise	Kirsche	words	B2	noun	feminine	cerise	1.98
sacrifier	opfern	words	B2	verb		sacrifier	1.97
la corporation	Korporation	words	B2	noun	feminine	corporation	1.96
incomparable	unvergleichbar	words	B2	adjective		incomparable	1.96
savourer	naschen	words	B2	verb		savourer	1.96
vouvoyer	siezen	words	B2	verb		vouvoyer	1.96
le consulat	Konsulat	words	B2	noun	masculine	consulat	1.95
chiffrer	beziffern	words	B2	verb		chiffrer	1.95
pile	Batterie	words	B2	adverb	feminine	pile	1.94
favori	Liebling	words	B2	adjective	masculine	favori	1.94
scier	sägen	words	B2	verb		scier	1.94
ennemi	feindlich	words	B2	adjective		ennemi	1.94
alterner	wechseln	words	B2	verb		alterner	1.94
absoudre	absolvieren	words	B2	verb		absoudre	1.94
le paragraphe	Absatz	words	B2	noun	masculine	paragraphe	1.93
embellir	verschönern	words	B2	verb		embellir	1.92
la fusion	Fusion	words	B2	noun	feminine	fusion	1.92
l' abord	Akzept	words	B2	noun	masculine	abord	1.92
pointu	herb	words	B2	adjective		pointu	1.92
prochainement	demnächst	words	B2	adverb		prochainement	1.91
la soustraction	Subtraktion	words	B2	noun	feminine	soustraction	1.91
la messagerie	SMS	words	B2	noun	feminine	messagerie	1.91
le solitaire	Hochmoorgelbling	words	B2	noun	masculine	solitaire	1.91
l' extraction	Abbau	words	B2	noun	feminine	extraction	1.90
l' exportation	Export	words	B2	noun	feminine	exportation	1.90
la controverse	Kontroverse	words	B2	noun	feminine	controverse	1.90
le fragment	Fleck	words	B2	noun	masculine	fragment	1.89
le chapitre	Kapitel	words	B2	noun	masculine	chapitre	1.88
le manager	Direktor	words	B2	noun	masculine	manager	1.88
le compliment	Kompliment	words	B2	noun	masculine	compliment	1.88
escorter	geleiten	words	B2	verb		escorter	1.88
aigu	akut	words	B2	adjective		aigu	1.88
contraignant	bindend	words	B2	adjective	masculine	contraignant	1.88
la finesse	Schärfe	words	B2	noun	feminine	finesse	1.87
le lancement	Abschuss	words	B2	noun	masculine	lancement	1.87
capricieux	launenhaft	words	B2	adjective	masculine	capricieux	1.87
cosmopolite	kosmopolitisch	words	B2	adjective		cosmopolite	1.86
l' autrui	anderer	words	B2	noun	masculine	autrui	1.86
osseux	knochig	words	B2	adjective		osseux	1.85
le villageois	Dörfler	words	B2	noun	masculine	villageois	1.85
protestant	protestantisch	words	B2	adjective		protestant	1.84
collaborer	kollaborieren	words	B2	verb		collaborer	1.84
semer	säen	words	B2	verb		semer	1.84
l' ozone	Ozon	words	B2	noun	masculine	ozone	1.83
humaniste	Humanist	words	B2	adjective		humaniste	1.83
impressionner	beeindrucken	words	B2	verb		impressionner	1.83
la variation	Änderung	words	B2	noun	feminine	variation	1.83
analytique	analytisch	words	B2	adjective		analytique	1.81
le socle	Sockel	words	B2	noun	masculine	socle	1.81
l' antichambre	Vorzimmer	words	B2	noun	feminine	antichambre	1.80
miauler	mauzen	words	B2	verb		miauler	1.80
tactique	Taktik	words	B2	noun		tactique	1.80
le bastion	Bastei	words	B2	noun	masculine	bastion	1.79
l' estomac	Magen	words	B2	noun	masculine	estomac	1.79
hymne	Hymne	words	B2	noun		hymne	1.79
synchroniser	synchronisieren	words	B2	verb		synchroniser	1.79
tournant	drehend	words	B2	adjective		tournant	1.77
retarder	hemmen	words	B2	verb		retarder	1.77
le clonage	Klonen	words	B2	noun	masculine	clonage	1.75
convivial	gemütlich	words	B2	adjective	masculine	convivial	1.75
le fort	Fort	words	B2	noun	masculine	fort	1.74
le gibier	Wild	words	B2	noun	masculine	gibier	1.73
mousquetaire	Musketier	words	B2	noun		mousquetaire	1.72
la survie	Überleben	words	B2	noun	feminine	survie	1.72
mandataire	Auftragnehmer	words	B2	noun		mandataire	1.71
le caviar	Kaviar	words	B2	noun	masculine	caviar	1.71
la grossesse	Schwangerschaft	words	B2	noun	feminine	grossesse	1.71
le jouteur	Lanzenbrecher	words	B2	noun	masculine	jouteur	1.71
la subvention	Subvention	words	B2	noun	feminine	subvention	1.70
linguiste	Linguist	words	B2	noun		linguiste	1.68
le caniveau	Rinnstein	words	B2	noun	masculine	caniveau	1.68
le protecteur	Gönner	words	B2	noun	masculine	protecteur	1.68
le sacrement	Sakrament	words	B2	noun	masculine	sacrement	1.67
entamer	anfangen	words	B2	verb		entamer	1.66
le balai	Besen	words	B2	noun	masculine	balai	1.66
offenser	kränken	words	B2	verb		offenser	1.65
la sociologie	Soziologie	words	B2	noun	feminine	sociologie	1.63
carrer	rechteckig machen	words	B2	verb		carrer	1.61
l' abattage	Mut	words	B2	noun	masculine	abattage	1.61
mouvoir	bewegen	words	B2	verb		mouvoir	1.61
le cyclone	Zyklon	words	B2	noun	masculine	cyclone	1.61
charnel	körperlich	words	B2	adjective	masculine	charnel	1.61
le lifting	Lift	words	B2	noun	masculine	lifting	1.61
l' empressement	Bereitwilligkeit	words	B2	noun	masculine	empressement	1.60
localiser	orten	words	B2	verb		localiser	1.60
l' optimisme	Optimismus	words	B2	noun	masculine	optimisme	1.60
l' alerte	Alarm	words	B2	noun	feminine	alerte	1.60
la partition	Teilung	words	B2	noun	feminine	partition	1.60
l' endormissement	Einschlaf	words	B2	noun	masculine	endormissement	1.60
la radiation	Abmeldung	words	B2	noun	feminine	radiation	1.60
la toux	Husten	words	B2	noun	feminine	toux	1.60
la grange	Scheune	words	B2	noun	feminine	grange	1.59
le recyclage	Recycling	words	B2	noun	masculine	recyclage	1.59
explosif	explosiv	words	B2	adjective		explosif	1.59
l' obtention	Erwerb	words	B2	noun	feminine	obtention	1.59
prompt	flink	words	B2	adjective	masculine	prompt	1.59
relancer	beleben	words	B2	verb		relancer	1.59
figer	erstarren	words	B2	verb		figer	1.59
solder	bezahlen	words	B2	verb		solder	1.59
ivre	blau	words	B2	adjective		ivre	1.59
astronome	Astronom	words	B2	noun		astronome	1.58
le cortex	Cortex	words	B2	noun	masculine	cortex	1.58
pertinent	relevant	words	B2	adjective		pertinent	1.58
ras	eben	words	B2	adjective		ras	1.58
la galaxie	Galaxie	words	B2	noun	feminine	galaxie	1.58
croyant	gläubig	words	B2	adjective		croyant	1.58
assouplir	weich machen	words	B2	verb		assouplir	1.58
le bulbe	Bulbus	words	B2	noun	masculine	bulbe	1.58
centenaire	hundertjährig	words	B2	adjective		centenaire	1.57
la firme	Firma	words	B2	noun	feminine	firme	1.57
psychique	seelisch	words	B2	adjective		psychique	1.57
oblique	schief	words	B2	adjective		oblique	1.57
provisoirement	vorläufig	words	B2	adverb		provisoirement	1.57
taxer	bewerten	words	B2	verb		taxer	1.57
courtiser	den Hof machen	words	B2	verb		courtiser	1.57
la brasserie	Brauerei	words	B2	noun	feminine	brasserie	1.57
le breuvage	Trank	words	B2	noun	masculine	breuvage	1.57
l' hexagone	Hexagon	words	B2	noun	masculine	hexagone	1.57
chuchoter	flüstern	words	B2	verb		chuchoter	1.57
bienveillant	wohlwollend	words	B2	adjective		bienveillant	1.57
coca	Koka	words	B2	noun		coca	1.57
la calorie	Kalorie	words	B2	noun	feminine	calorie	1.57
la formulation	Formulierung	words	B2	noun	feminine	formulation	1.57
l' infini	Unendlichkeit	words	B2	noun	masculine	infini	1.57
quoique	obgleich	words	B2	conjunction		quoique	1.57
la variante	Variante	words	B2	noun	feminine	variante	1.57
la phobie	Phobie	words	B2	noun	feminine	phobie	1.57
l' observateur	Beobachter	words	B2	noun	masculine	observateur	1.57
constitutionnel	konstitutionell	words	B2	adjective	masculine	constitutionnel	1.57
colossal	kolossal	words	B2	adjective	masculine	colossal	1.57
subit	plötzlich	words	B2	adjective		subit	1.56
incertain	sicher	words	B2	adjective		incertain	1.56
le tronc	Rumpf	words	B2	noun	masculine	tronc	1.56
aubergiste	Wirt	words	B2	noun		aubergiste	1.56
avide	gierig	words	B2	adjective		avide	1.56
artisanal	handgemacht	words	B2	adjective	masculine	artisanal	1.56
tricolore	dreifarbig	words	B2	adjective		tricolore	1.56
verrouiller	zuriegeln	words	B2	verb		verrouiller	1.56
l' unification	Vereinigung	words	B2	noun	feminine	unification	1.56
la livraison	Lieferung	words	B2	noun	feminine	livraison	1.56
l' alcoolisme	Trunksucht	words	B2	noun	masculine	alcoolisme	1.56
la digestion	Verdauung	words	B2	noun	feminine	digestion	1.55
le rapide	Schnellzug	words	B2	noun	masculine	rapide	1.55
national	national	words	B2	noun		national	1.55
le sanglier	Eber	words	B2	noun	masculine	sanglier	1.55
astucieux	listig	words	B2	adjective		astucieux	1.55
l' emprise	Einfluss	words	B2	noun	feminine	emprise	1.55
sensuel	sinnlich	words	B2	adjective		sensuel	1.55
la contingence	Kontingenz	words	B2	noun	feminine	contingence	1.55
focaliser	fokussieren	words	B2	verb		focaliser	1.55
l' incidence	Inzidenz	words	B2	noun	feminine	incidence	1.55
pluriel	pluralisch	words	B2	adjective		pluriel	1.55
trouble	trüb	words	B2	adjective		trouble	1.55
le phoque	Robbe	words	B2	noun	masculine	phoque	1.55
le pressentiment	Vorahnung	words	B2	noun	masculine	pressentiment	1.55
penser	denken	words	B2	noun		penser	1.55
le ver	Wurm	words	B2	noun	masculine	ver	1.55
poliment	höflich	words	B2	adverb		poliment	1.55
le wagon	Wagen	words	B2	noun	masculine	wagon	1.55
bannir	bannen	words	B2	verb		bannir	1.55
le rein	Kreuz	words	B2	noun	masculine	rein	1.55
le caprice	Laune	words	B2	noun	masculine	caprice	1.55
recharger	laden	words	B2	verb		recharger	1.55
le chagrin	Kummer	words	B2	noun	masculine	chagrin	1.55
gommer	radieren	words	B2	verb		gommer	1.55
le mirage	Trugbild	words	B2	noun	masculine	mirage	1.55
monotone	monoton	words	B2	adjective		monotone	1.54
l' ardeur	Glut	words	B2	noun	feminine	ardeur	1.54
le bataillon	Bataillon	words	B2	noun	masculine	bataillon	1.54
la confection	Konfektion	words	B2	noun	feminine	confection	1.54
le folklore	Folklore	words	B2	noun	masculine	folklore	1.54
indemniser	vergüten	words	B2	verb		indemniser	1.54
philosophe	Philosoph	words	B2	adjective		philosophe	1.54
faiblir	nachlassen	words	B2	verb		faiblir	1.54
ambigu	mehrdeutig	words	B2	adjective		ambigu	1.54
moucher	schnäuzen	words	B2	verb		moucher	1.54
le narrateur	Erzähler	words	B2	noun	masculine	narrateur	1.54
l' usure	Wucher	words	B2	noun	feminine	usure	1.54
la brebis	Aue	words	B2	noun	feminine	brebis	1.54
le dessein	Plan	words	B2	noun	masculine	dessein	1.54
le proverbe	Denkspruch	words	B2	noun	masculine	proverbe	1.54
la patrie	Heimat	words	B2	noun	feminine	patrie	1.54
brosser	putzen	words	B2	verb		brosser	1.54
polyvalent	vielseitig	words	B2	adjective		polyvalent	1.54
rebondir	beginnen	words	B2	verb		rebondir	1.53
aventurer	wagen	words	B2	verb		aventurer	1.53
le chaton	Kätzchen	words	B2	noun	masculine	chaton	1.53
le melon	Melone	words	B2	noun	masculine	melon	1.53
apprivoiser	zähmen	words	B2	verb		apprivoiser	1.53
l' ouragan	Orkan	words	B2	noun	masculine	ouragan	1.53
le remerciement	Dank	words	B2	noun	masculine	remerciement	1.53
voyant	Sehender	words	B2	adjective	masculine	voyant	1.53
la ligue	Band	words	B2	noun	feminine	ligue	1.53
sinistre	gruselig	words	B2	noun		sinistre	1.53
l' imprimeur	Drucker	words	B2	noun	masculine	imprimeur	1.53
maladroit	unbeholfen	words	B2	adjective	masculine	maladroit	1.53
grouper	scharen	words	B2	verb		grouper	1.53
antan	damalig	words	B2	noun		antan	1.53
exorbitant	exorbitant	words	B2	adjective		exorbitant	1.53
l' accusation	Anklage	words	B2	noun	feminine	accusation	1.52
la semence	Keim	words	B2	noun	feminine	semence	1.52
l' utopie	Utopie	words	B2	noun	feminine	utopie	1.52
dissuader	abraten	words	B2	verb		dissuader	1.52
le mont	Berg	words	B2	noun	masculine	mont	1.52
la famine	Hunger	words	B2	noun	feminine	famine	1.52
le lointain	Ferne	words	B2	noun	masculine	lointain	1.52
polar	Krimi	words	B2	adjective	masculine	polar	1.52
le ravage	Zerstörung	words	B2	noun	masculine	ravage	1.52
la syllabe	Silbe	words	B2	noun	feminine	syllabe	1.52
le briquet	Feuerzeug	words	B2	noun	masculine	briquet	1.52
le papillon	Fliege	words	B2	noun	masculine	papillon	1.52
balancer	feuern	words	B2	verb		balancer	1.52
inhumain	unmenschlich	words	B2	adjective		inhumain	1.52
la constante	Konstante	words	B2	noun	feminine	constante	1.52
creux	hohl	words	B2	adjective	masculine	creux	1.52
mondain	mondän	words	B2	adjective		mondain	1.52
barbu	bärtig	words	B2	adjective		barbu	1.52
la prime	Bonus	words	B2	noun	feminine	prime	1.52
paver	pflastern	words	B2	verb		paver	1.52
propulser	wegschleudern	words	B2	verb		propulser	1.52
le capuchon	Kapuze	words	B2	noun	masculine	capuchon	1.52
le catholicisme	Katholizismus	words	B2	noun	masculine	catholicisme	1.52
la contrepartie	Beitrag	words	B2	noun	feminine	contrepartie	1.52
l' iris	Iris	words	B2	noun	masculine	iris	1.52
aveugler	blenden	words	B2	verb		aveugler	1.52
volant	fliegend	words	B2	adjective		volant	1.52
aristocratique	adlig	words	B2	adjective		aristocratique	1.52
infantile	kindisch	words	B2	adjective		infantile	1.52
puriste	puristisch	words	B2	noun		puriste	1.51
le rendement	Ertrag	words	B2	noun	masculine	rendement	1.51
la transaction	Vergleich	words	B2	noun	feminine	transaction	1.51
le flot	Flut	words	B2	noun	masculine	flot	1.51
moustiquaire	Mückennetz	words	B2	noun		moustiquaire	1.51
alerter	warnen	words	B2	verb		alerter	1.51
le coauteur	Koautor	words	B2	noun	masculine	coauteur	1.51
sublimer	sublimieren	words	B2	verb		sublimer	1.51
abondamment	in Fülle	words	B2	adverb		abondamment	1.51
